,index,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,player_id
133,1408,1408,Gheorghe Muresan,NJN,29.0,231.14,137.438376,None,USA,1993,2,30,30,3.5,2.3,0.3,4.8,0.103,0.163,0.202,0.4920000000000001,0.056,1999-00,134
134,33,33,Derrick Alston,ATL,24.0,210.82,102.0582,Duquesne,USA,1994,2,33,2,0.0,2.0,0.0,-39.9,0.188,0.2,0.213,0.0,0.0,1996-97,135
135,2754,2754,Jamaal Tinsley,IND,25.0,190.5,88.45044,Iowa State,USA,2001,1,27,73,7.8,3.6,7.5,3.1,0.03,0.099,0.158,0.468,0.378,2002-03,136
136,8671,8671,Reggie Bullock,DET,25.0,200.66,92.98636,North Carolina,USA,2013,1,25,37,3.3,1.8,0.7,-7.5,0.034,0.151,0.117,0.583,0.1,2015-16,137
137,9141,9141,Al Jefferson,IND,32.0,208.28,131.088088,None,USA,2004,1,15,66,8.1,4.2,0.9,-5.8,0.086,0.251,0.26,0.526,0.114,2016-17,138
138,8802,8802,Kosta Koufos,SAC,27.0,213.36,120.20188,Ohio State,USA,2008,1,23,78,6.8,5.4,0.4,-7.1,0.122,0.19,0.155,0.54,0.034,2015-16,139
139,5606,5606,Rasheed Wallace,DET,34.0,210.82,104.32616,North Carolina,USA,1995,1,4,66,12.0,7.4,1.4,1.3,0.031,0.239,0.18600000000000005,0.52,0.07,2008-09,140
140,795,795,Brad Lohaus,SAS,33.0,210.82,104.32616,Iowa,USA,1987,2,45,9,2.1,1.3,0.6,-17.0,0.031,0.108,0.122,0.426,0.08800000000000001,1997-98,141
141,5452,5452,Darius Songaila,WAS,31.0,205.74,112.490816,Wake Forest,Lithuania,2002,2,49,77,7.4,2.9,1.2,-5.4,0.058,0.121,0.172,0.57,0.101,2008-09,142
142,10829,10829,De'Andre Hunter,ATL,22.0,200.66,102.0582,Virginia,USA,2019,1,4,61,12.3,4.4,1.8,-5.7,0.02,0.113,0.174,0.516,0.079,2019-20,143
143,2498,2498,Alvin Williams,TOR,27.0,195.58,83.91452,Villanova,USA,1997,2,47,82,11.8,3.4,5.7,-0.9,0.022,0.08900000000000001,0.183,0.47,0.262,2001-02,144
144,3601,3601,Malik Allen,CHA,27.0,208.28,115.66596,Villanova,USA,Undrafted,Undrafted,Undrafted,36,5.4,2.8,0.5,-4.9,0.08800000000000001,0.13699999999999998,0.18600000000000005,0.512,0.062,2004-05,145
145,4007,4007,Nene,DEN,23.0,210.82,121.562656,None,Brazil,2002,1,7,1,0.0,0.0,0.0,-96.1,0.0,0.0,0.5,0.0,0.0,2005-06,146
146,3131,3131,Leandro Barbosa,PHX,21.0,190.5,79.83219199999998,None,Brazil,2003,1,28,70,7.9,1.8,2.4,-4.0,0.018000000000000002,0.075,0.183,0.5529999999999999,0.175,2003-04,147
147,5239,5239,Spencer Hawes,SAC,20.0,213.36,111.13004,Washington,USA,2007,1,10,71,4.7,3.2,0.6,-4.4,0.087,0.205,0.191,0.486,0.076,2007-08,148
148,10239,10239,Brandon Sampson,CHI,22.0,195.58,83.46092800000002,None,USA,Undrafted,Undrafted,Undrafted,14,5.1,1.1,0.7,-6.0,0.014,0.063,0.154,0.5670000000000001,0.063,2018-19,149
149,6245,6245,Josh Smith,ATL,25.0,205.74,108.86208,None,USA,2004,1,17,77,16.5,8.5,3.3,1.8,0.061,0.233,0.249,0.54,0.168,2010-11,150
150,9316,9316,Shabazz Napier,POR,25.0,185.42,79.3786,Connecticut,USA,2014,1,24,53,4.1,1.2,1.3,2.7,0.019,0.122,0.224,0.5329999999999999,0.2,2016-17,151
151,5802,5802,Andre Iguodala,PHI,26.0,198.12,93.893544,Arizona,USA,2004,1,9,82,17.1,6.5,5.8,-4.3,0.03,0.168,0.218,0.535,0.238,2009-10,152
152,6326,6326,Ish Smith,MEM,22.0,182.88,79.3786,Wake Forest,USA,Undrafted,Undrafted,Undrafted,43,2.3,1.1,1.8,-4.4,0.018000000000000002,0.101,0.159,0.406,0.268,2010-11,153
153,3353,3353,Andre Miller,DEN,28.0,187.96,90.7184,Utah,USA,1999,1,8,82,14.8,4.5,6.1,2.5,0.051,0.097,0.206,0.541,0.28300000000000003,2003-04,154
154,1766,1766,Elden Campbell,CHH,32.0,213.36,124.7378,Clemson,USA,1990,1,27,78,13.1,7.8,1.3,4.3,0.076,0.218,0.23,0.505,0.08,2000-01,155
155,4338,4338,Greg Ostertag,UTA,33.0,218.44,127.00576,Kansas,USA,1995,1,28,60,2.4,3.8,1.0,-9.4,0.125,0.211,0.112,0.503,0.122,2005-06,156
156,3813,3813,Amar'e Stoudemire,PHX,22.0,208.28,111.13004,None,USA,2002,1,9,80,26.0,8.9,1.6,10.8,0.08800000000000001,0.177,0.28600000000000003,0.617,0.075,2004-05,157
157,6300,6300,Luol Deng,CHI,26.0,205.74,99.79024,Duke,United Kingdom,2004,1,7,82,17.4,5.8,2.8,8.3,0.043,0.126,0.208,0.5489999999999999,0.119,2010-11,158
158,1671,1671,Marcus Camby,NYK,26.0,210.82,102.0582,Massachusetts,USA,1996,1,2,59,10.2,7.8,0.8,4.8,0.136,0.209,0.193,0.529,0.053,1999-00,159
159,10113,10113,Haywood Highsmith,PHI,22.0,200.66,99.79024,None,USA,Undrafted,Undrafted,Undrafted,5,1.8,1.0,0.4,-27.6,0.0,0.14300000000000002,0.115,0.414,0.067,2018-19,160
160,4414,4414,Eric Williams,TOR,33.0,203.2,99.79024,Providence,USA,1995,1,14,28,3.3,1.8,0.5,-6.5,0.034,0.141,0.14400000000000002,0.496,0.065,2005-06,161
161,4341,4341,Gordan Giricek,UTA,29.0,195.58,95.25431999999999,None,Croatia,1999,2,40,37,10.6,1.9,1.7,-6.3,0.02,0.073,0.23,0.482,0.128,2005-06,162
162,9034,9034,E'Twaun Moore,CHI,27.0,193.04,86.636072,Purdue,USA,2011,2,55,59,7.5,2.3,1.7,-1.0,0.017,0.092,0.16,0.5479999999999999,0.118,2015-16,163
163,10409,10409,Ray Spalding,PHX,22.0,208.28,97.52228,Louisville,USA,2018,2,56,14,3.9,3.4,0.4,-6.8,0.091,0.19,0.16399999999999998,0.516,0.052000000000000005,2018-19,164
164,2270,2270,Jonathan Bender,IND,21.0,213.36,99.336648,None,USA,1999,1,5,78,7.4,3.1,0.8,-1.6,0.045,0.119,0.17600000000000002,0.5379999999999999,0.064,2001-02,165
165,3620,3620,Larry Hughes,WAS,26.0,195.58,83.46092800000002,Saint Louis,USA,1998,1,8,61,22.0,6.3,4.7,2.8,0.034,0.151,0.264,0.523,0.214,2004-05,166
166,2564,2564,Jermaine O'Neal,IND,23.0,210.82,109.76926399999999,None,USA,1996,1,17,72,19.0,10.5,1.6,1.7,0.08199999999999999,0.225,0.251,0.521,0.079,2001-02,167
167,6754,6754,Cole Aldrich,OKC,23.0,210.82,108.86208,Kansas,USA,2010,1,11,26,2.2,1.8,0.1,-6.5,0.08900000000000001,0.219,0.157,0.5920000000000001,0.034,2011-12,168
168,1201,1201,Felipe Lopez,VAN,24.0,198.12,88.45044,St. John's (NY),Dominican Republic,1998,1,24,47,9.3,3.5,1.3,-9.1,0.065,0.097,0.196,0.498,0.093,1998-99,169
169,8692,8692,Nerlens Noel,PHI,22.0,210.82,103.418976,Kentucky,USA,2013,1,6,67,11.1,8.1,1.8,-11.0,0.085,0.22,0.189,0.544,0.107,2015-16,170
170,9405,9405,Terry Rozier,BOS,23.0,187.96,86.18248,Louisville,USA,2015,1,16,74,5.5,3.1,1.8,-0.2,0.034,0.162,0.172,0.466,0.16399999999999998,2016-17,171
171,562,562,Tim Thomas,PHI,21.0,208.28,104.32616,Villanova,USA,1997,1,7,77,11.0,3.7,1.2,-4.9,0.069,0.118,0.227,0.5379999999999999,0.092,1997-98,172
172,2615,2615,George McCloud,DEN,35.0,203.2,102.0582,Florida State,USA,1989,1,7,69,8.8,3.6,3.0,-10.4,0.04,0.123,0.192,0.466,0.187,2001-02,173
173,3379,3379,Brendan Haywood,WAS,24.0,213.36,121.562656,North Carolina,USA,2001,1,20,77,7.0,5.0,0.6,-2.7,0.133,0.159,0.17,0.547,0.051,2003-04,174
174,8745,8745,James Jones,CLE,35.0,203.2,98.883056,Miami (FL),USA,2003,2,49,48,3.7,1.0,0.3,-4.8,0.018000000000000002,0.099,0.163,0.58,0.054000000000000006,2015-16,175
175,8772,8772,Jamal Crawford,LAC,36.0,195.58,88.45044,Michigan,USA,2000,1,8,79,14.2,1.8,2.3,2.3,0.01,0.066,0.246,0.529,0.145,2015-16,176
176,7393,7393,Joel Freeland,POR,26.0,208.28,102.0582,None,Great Britain,2006,1,30,51,2.6,2.3,0.3,-12.3,0.08800000000000001,0.19,0.165,0.435,0.05,2012-13,177
177,1121,1121,Mark Baker,TOR,29.0,185.42,79.3786,Ohio State,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,-64.2,0.0,0.0,0.4,0.0,0.0,1998-99,178
178,4028,4028,Malik Rose,NYK,31.0,200.66,115.66596,Drexel,USA,1996,2,44,72,4.4,3.6,0.9,-12.9,0.08800000000000001,0.204,0.17,0.466,0.099,2005-06,179
179,318,318,Terry Dehere,LAC,25.0,193.04,86.18248,Seton Hall,USA,1993,1,13,73,6.4,1.3,2.2,-0.5,0.016,0.08800000000000001,0.233,0.524,0.261,1996-97,180
180,10556,10556,Lorenzo Brown,TOR,28.0,195.58,85.728888,North Carolina State,USA,2013,2,52,26,2.1,1.2,1.1,-7.0,0.021,0.11,0.16699999999999998,0.38,0.199,2018-19,181
181,1494,1494,Corey Maggette,ORL,20.0,198.12,98.883056,Duke,USA,1999,1,13,77,8.4,3.9,0.8,-1.6,0.101,0.14400000000000002,0.224,0.5529999999999999,0.071,1999-00,182
182,10333,10333,Cory Joseph,IND,27.0,190.5,87.543256,Texas,Canada,2011,1,29,82,6.5,3.4,3.9,5.2,0.019,0.111,0.134,0.474,0.208,2018-19,183
183,7238,7238,Rodney Stuckey,DET,27.0,195.58,92.98636,Eastern Washington,USA,2007,1,15,76,11.5,2.8,3.6,-7.4,0.022,0.094,0.21,0.505,0.208,2012-13,184
184,107,107,Grant Hill,DET,24.0,203.2,102.0582,Duke,USA,1994,1,3,80,21.4,9.0,7.3,6.9,0.049,0.232,0.28300000000000003,0.556,0.35600000000000004,1996-97,185
185,5133,5133,Michael Finley,SAS,35.0,200.66,102.0582,Wisconsin,USA,1995,1,21,82,10.1,3.1,1.4,5.7,0.015,0.12,0.188,0.519,0.084,2007-08,186
186,7037,7037,JaVale McGee,DEN,24.0,213.36,114.305184,Nevada,USA,2008,1,18,61,11.3,7.8,0.5,-9.5,0.118,0.225,0.206,0.552,0.035,2011-12,187
187,5900,5900,David West,NOH,29.0,205.74,108.86208,Xavier,USA,2003,1,18,81,19.0,7.5,3.0,-2.4,0.065,0.177,0.241,0.56,0.135,2009-10,188
188,5650,5650,Michael Redd,MIL,29.0,198.12,97.52228,Ohio State,USA,2000,2,43,33,21.2,3.2,2.7,3.9,0.024,0.087,0.255,0.5660000000000001,0.121,2008-09,189
189,8124,8124,Danny Green,SAS,28.0,198.12,97.52228,North Carolina,USA,2009,2,46,81,11.7,4.2,2.0,9.9,0.027000000000000003,0.138,0.175,0.596,0.101,2014-15,190
190,8540,8540,Luke Babbitt,NOP,26.0,205.74,102.0582,Nevada,USA,2010,1,16,63,4.1,1.8,0.4,-5.1,0.017,0.131,0.125,0.639,0.044,2014-15,191
191,9060,9060,Xavier Munford,MEM,24.0,190.5,81.64656,Rhode Island,USA,Undrafted,Undrafted,Undrafted,14,5.7,2.2,1.6,-9.5,0.013,0.14400000000000002,0.172,0.481,0.136,2015-16,192
192,3869,3869,James Jones,IND,24.0,203.2,97.52228,Miami (FL),USA,2003,2,49,75,4.9,2.3,0.8,2.5,0.036000000000000004,0.121,0.14300000000000002,0.537,0.077,2004-05,193
193,5654,5654,Mehmet Okur,UTA,30.0,210.82,119.294696,None,Turkey,2001,2,37,72,17.0,7.7,1.7,3.2,0.062,0.213,0.218,0.5920000000000001,0.078,2008-09,194
194,5775,5775,Luol Deng,CHI,24.0,205.74,99.79024,Duke,United Kingdom,2004,1,7,49,14.1,6.0,1.9,-0.8,0.054000000000000006,0.145,0.199,0.511,0.09,2008-09,195
195,2625,2625,Ervin Johnson,MIL,34.0,210.82,115.66596,New Orleans,USA,1993,1,23,81,2.6,5.8,0.3,1.7,0.104,0.219,0.079,0.468,0.024,2001-02,196
196,6747,6747,Craig Brackins,PHI,24.0,208.28,104.32616,Iowa State,USA,2010,1,21,14,1.6,1.1,0.6,-32.3,0.054000000000000006,0.128,0.193,0.325,0.174,2011-12,197
197,9681,9681,David Nwaba,CHI,25.0,193.04,94.800728,None,USA,Undrafted,Undrafted,Undrafted,70,7.9,4.7,1.5,-5.8,0.05,0.142,0.153,0.542,0.094,2017-18,198
198,4264,4264,Andre Barrett,TOR,24.0,177.8,78.471416,Seton Hall,USA,Undrafted,Undrafted,Undrafted,19,4.6,1.3,2.7,-4.7,0.032,0.071,0.188,0.398,0.28,2005-06,199
199,3771,3771,David West,NOH,24.0,203.2,102.511792,Xavier,USA,2003,1,18,30,6.2,4.3,0.8,-22.0,0.079,0.204,0.196,0.479,0.085,2004-05,200
200,9068,9068,Gordon Hayward,UTA,26.0,203.2,102.511792,Butler,USA,2010,1,9,80,19.7,5.0,3.7,1.0,0.025,0.135,0.256,0.5589999999999999,0.181,2015-16,201
201,7523,7523,Enes Kanter,UTA,21.0,210.82,121.109064,Kentucky,Turkey,2011,1,3,70,7.2,4.3,0.4,3.7,0.147,0.17600000000000002,0.211,0.588,0.05,2012-13,202
202,4807,4807,Junior Harrington,MEM,26.0,193.04,86.18248,Wingate,USA,Undrafted,Undrafted,Undrafted,29,5.2,2.3,3.1,-2.5,0.028,0.124,0.173,0.483,0.246,2006-07,203
203,856,856,Jeff Grayer,GSW,32.0,195.58,95.25431999999999,Iowa State,USA,1988,1,13,5,2.0,0.8,0.4,-7.3,0.0,0.1,0.19,0.455,0.118,1997-98,204
204,1617,1617,Tracy Murray,WAS,28.0,200.66,103.418976,UCLA,USA,1992,1,18,80,10.1,3.4,0.9,-3.5,0.039,0.134,0.197,0.555,0.067,1999-00,205
205,2215,2215,Maurice Evans,MIN,23.0,195.58,99.79024,Texas,USA,Undrafted,Undrafted,Undrafted,10,2.1,0.4,0.4,-6.1,0.06,0.026,0.198,0.506,0.154,2001-02,206
206,1579,1579,Robert Pack,DAL,31.0,187.96,86.18248,Southern California,USA,Undrafted,Undrafted,Undrafted,29,8.9,1.4,5.8,-7.6,0.011,0.055,0.217,0.49,0.3670000000000001,1999-00,207
207,304,304,Tony Massenburg,NJN,29.0,205.74,113.398,Maryland,USA,1990,2,43,79,7.2,6.5,0.3,-6.2,0.119,0.172,0.139,0.523,0.018000000000000002,1996-97,208
208,668,668,Corey Beck,CHH,27.0,190.5,90.7184,Arkansas,USA,Undrafted,Undrafted,Undrafted,59,3.2,1.5,1.7,2.4,0.045,0.104,0.16,0.516,0.21,1997-98,209
209,8224,8224,Chris Bosh,MIA,31.0,210.82,106.59412,Georgia Tech,USA,2003,1,4,44,21.1,7.0,2.2,-2.2,0.036000000000000004,0.201,0.29,0.5479999999999999,0.121,2014-15,210
210,9646,9646,Anthony Tolliver,DET,33.0,203.2,108.86208,Creighton,USA,Undrafted,Undrafted,Undrafted,79,8.9,3.1,1.1,0.9,0.027000000000000003,0.109,0.14400000000000002,0.6629999999999999,0.076,2017-18,211
211,3938,3938,Derrick Coleman,DET,38.0,208.28,122.46984,Syracuse,USA,1990,1,1,5,1.8,3.0,0.0,-26.8,0.073,0.3,0.16,0.294,0.0,2004-05,212
212,7796,7796,Danny Green,SAS,27.0,198.12,97.52228,North Carolina,USA,2009,2,46,68,9.1,3.4,1.5,9.8,0.017,0.13,0.165,0.58,0.092,2013-14,213
213,4463,4463,DerMarr Johnson,DEN,27.0,205.74,95.25431999999999,Cincinnati,USA,2000,1,6,39,3.5,1.5,0.4,-6.1,0.025,0.122,0.188,0.414,0.068,2006-07,214
214,9758,9758,Reggie Bullock,DET,27.0,200.66,92.98636,North Carolina,USA,2013,1,25,62,11.3,2.5,1.5,0.6,0.015,0.07200000000000001,0.153,0.615,0.081,2017-18,215
215,3244,3244,Ricky Davis,BOS,24.0,200.66,88.45044,Iowa,USA,1998,1,21,79,14.4,4.5,3.3,-2.9,0.036000000000000004,0.127,0.228,0.5329999999999999,0.188,2003-04,216
216,7957,7957,Lou Amundson,CHI,31.0,205.74,102.0582,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,19,2.0,2.9,0.3,-4.4,0.166,0.17600000000000002,0.139,0.446,0.057,2013-14,217
217,7023,7023,Kenyon Martin,LAC,34.0,205.74,108.86208,Cincinnati,USA,2000,1,1,42,5.2,4.3,0.4,1.4,0.061,0.174,0.13699999999999998,0.445,0.031,2011-12,218
218,346,346,Lamond Murray,LAC,24.0,200.66,107.047712,California,USA,1994,1,7,74,7.4,3.1,0.8,-1.4,0.071,0.138,0.209,0.52,0.077,1996-97,219
219,3928,3928,Donyell Marshall,TOR,32.0,205.74,104.32616,Connecticut,USA,1994,1,4,65,11.5,6.6,1.2,1.7,0.064,0.224,0.188,0.591,0.083,2004-05,220
220,11077,11077,Kendrick Nunn,MIA,24.0,187.96,86.18248,Oakland,USA,Undrafted,Undrafted,Undrafted,60,15.5,2.7,3.4,1.9,0.01,0.078,0.231,0.54,0.185,2019-20,221
221,9513,9513,Derrick Rose,NYK,28.0,190.5,86.18248,Memphis,USA,2008,1,1,64,18.0,3.8,4.4,-3.9,0.034,0.092,0.256,0.53,0.21600000000000005,2016-17,222
222,2351,2351,Vitaly Potapenko,BOS,27.0,208.28,129.27372,Wright State,Ukraine,1996,1,12,79,4.6,4.4,0.4,-1.0,0.132,0.154,0.141,0.513,0.038,2001-02,223
223,3307,3307,Carlos Boozer,CLE,22.0,205.74,117.026736,Duke,USA,2002,2,34,75,15.5,11.4,2.0,0.5,0.099,0.268,0.198,0.5670000000000001,0.098,2003-04,224
224,2531,2531,Jalen Rose,CHI,29.0,203.2,98.429464,Michigan,USA,1994,1,13,83,20.4,4.5,4.3,-2.1,0.016,0.117,0.26,0.528,0.203,2001-02,225
225,7496,7496,Chuck Hayes,SAC,30.0,198.12,113.398,Kentucky,USA,Undrafted,Undrafted,Undrafted,74,2.7,4.0,1.5,-2.2,0.105,0.177,0.095,0.469,0.135,2012-13,226
226,6087,6087,Shavlik Randolph,MIA,26.0,208.28,107.047712,Duke,USA,Undrafted,Undrafted,Undrafted,6,2.3,2.3,0.2,11.1,0.13699999999999998,0.152,0.193,0.371,0.031,2009-10,227
227,10908,10908,Spencer Dinwiddie,BKN,26.0,195.58,97.52228,Colorado,USA,2014,2,38,62,20.5,3.5,6.8,0.9,0.015,0.085,0.287,0.5379999999999999,0.345,2019-20,228
228,927,927,Cory Alexander,DEN,26.0,185.42,86.18248,Virginia,USA,1995,1,29,36,7.3,2.1,3.3,-1.1,0.01,0.102,0.2,0.467,0.275,1998-99,229
229,3852,3852,Antonio Daniels,SEA,30.0,193.04,92.98636,Bowling Green,USA,1997,1,4,75,11.2,2.3,4.1,4.2,0.012,0.08900000000000001,0.189,0.557,0.261,2004-05,230
230,9083,9083,Andre Iguodala,GSW,33.0,198.12,97.52228,Arizona,USA,2004,1,9,76,7.6,4.0,3.4,13.4,0.03,0.131,0.113,0.624,0.16899999999999998,2016-17,231
231,7363,7363,Jan Vesely,WAS,23.0,210.82,108.86208,None,Czech Republic,2011,1,6,51,2.5,2.4,0.5,-3.1,0.084,0.151,0.122,0.48,0.069,2012-13,232
232,5090,5090,C.J. Watson,GSW,24.0,187.96,81.64656,Tennessee,USA,Undrafted,Undrafted,Undrafted,32,3.7,1.0,1.1,1.9,0.036000000000000004,0.055,0.153,0.519,0.139,2007-08,233
233,4622,4622,Danny Granger,IND,24.0,205.74,103.418976,New Mexico,USA,2005,1,17,82,13.9,4.6,1.4,-3.2,0.047,0.114,0.182,0.573,0.07,2006-07,234
234,8270,8270,Jonas Valanciunas,TOR,23.0,213.36,115.66596,None,Lithuania,2011,1,5,80,12.0,8.7,0.5,-0.7,0.121,0.254,0.193,0.623,0.031,2014-15,235
235,10933,10933,Paul Millsap,DEN,35.0,200.66,116.573144,Louisiana Tech,USA,2006,2,47,42,11.8,5.8,1.6,11.5,0.083,0.153,0.198,0.598,0.09,2019-20,236
236,11113,11113,Mfiondu Kabengele,LAC,22.0,205.74,113.398,Florida State,Canada,2019,1,27,12,3.5,0.9,0.2,0.8,0.017,0.159,0.242,0.614,0.05,2019-20,237
237,4656,4656,Chris Paul,NOK,22.0,182.88,79.3786,Wake Forest,USA,2005,1,4,64,17.3,4.4,8.9,-1.6,0.026,0.117,0.227,0.537,0.397,2006-07,238
238,3403,3403,Jason Collins,NJN,25.0,213.36,117.93392,Stanford,USA,2001,1,18,78,5.9,5.1,2.0,6.8,0.077,0.13699999999999998,0.12,0.4970000000000001,0.105,2003-04,239
239,2124,2124,Vinny Del Negro,PHX,34.0,193.04,90.7184,North Carolina State,USA,1988,2,29,65,3.9,1.3,1.9,-2.1,0.014,0.091,0.13699999999999998,0.501,0.213,2000-01,240
240,4575,4575,Andres Nocioni,CHI,27.0,200.66,102.0582,None,Argentina,Undrafted,Undrafted,Undrafted,53,14.1,5.7,1.1,2.5,0.034,0.21,0.241,0.578,0.073,2006-07,241
241,5862,5862,Jamario Moon,CLE,30.0,203.2,90.7184,Meridian Community College,USA,Undrafted,Undrafted,Undrafted,61,4.9,3.1,0.8,7.5,0.03,0.175,0.129,0.555,0.073,2009-10,242
242,4641,4641,Carlos Arroyo,ORL,27.0,187.96,91.625584,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,72,7.7,1.9,2.8,1.4,0.03,0.096,0.23,0.501,0.28600000000000003,2006-07,243
243,1285,1285,Jerome James,SAC,23.0,215.9,136.0776,Florida A&M,USA,1998,2,36,16,1.5,1.1,0.1,-20.5,0.118,0.268,0.338,0.41,0.053,1998-99,244
244,8278,8278,Josh McRoberts,MIA,28.0,208.28,108.86208,Duke,USA,2007,2,37,17,4.2,2.6,1.9,6.1,0.03,0.159,0.132,0.613,0.168,2014-15,245
245,6072,6072,Udonis Haslem,MIA,30.0,203.2,106.59412,Florida,USA,Undrafted,Undrafted,Undrafted,78,9.9,8.1,0.7,3.1,0.092,0.252,0.172,0.5379999999999999,0.042,2009-10,246
246,1160,1160,Olden Polynice,SEA,34.0,213.36,113.398,Virginia,USA,1987,1,8,48,7.7,8.9,0.9,-3.0,0.13699999999999998,0.196,0.139,0.461,0.047,1998-99,247
247,1509,1509,Chris Mills,GSW,30.0,200.66,97.975872,Arizona,USA,1993,1,22,20,16.1,6.2,2.4,-6.3,0.071,0.138,0.229,0.489,0.121,1999-00,248
248,1281,1281,Keith Van Horn,NJN,23.0,208.28,113.398,Utah,USA,1997,1,2,42,21.8,8.5,1.5,-4.1,0.076,0.18,0.28300000000000003,0.519,0.08199999999999999,1998-99,249
249,399,399,Mookie Blaylock,ATL,30.0,185.42,83.91452,Oklahoma,USA,1989,1,12,78,17.4,5.3,5.9,10.5,0.046,0.114,0.221,0.5479999999999999,0.272,1996-97,250
250,3290,3290,Chris Wilcox,LAC,21.0,208.28,103.872568,Maryland,USA,2002,1,8,65,8.6,4.7,0.8,-4.7,0.102,0.159,0.192,0.557,0.067,2003-04,251
251,2714,2714,Adam Harrington,DEN,22.0,195.58,90.7184,Auburn,USA,Undrafted,Undrafted,Undrafted,19,1.6,0.4,0.6,-15.7,0.01,0.08800000000000001,0.16699999999999998,0.387,0.179,2002-03,252
252,5474,5474,Antonio Daniels,NOH,34.0,193.04,92.98636,Bowling Green,USA,1997,1,4,74,4.1,1.0,2.4,-11.7,0.006,0.093,0.16399999999999998,0.536,0.3,2008-09,253
253,3651,3651,Travis Outlaw,POR,20.0,205.74,95.25431999999999,None,USA,2003,1,23,59,5.4,2.1,0.6,-5.4,0.063,0.109,0.197,0.532,0.078,2004-05,254
254,3437,3437,Jabari Smith,SAC,27.0,210.82,108.86208,Louisiana State,USA,2000,2,45,31,2.1,1.0,0.4,-12.6,0.065,0.127,0.224,0.406,0.133,2003-04,255
255,2992,2992,Junior Harrington,DEN,22.0,193.04,86.18248,Wingate,USA,Undrafted,Undrafted,Undrafted,82,5.1,3.0,3.4,-8.8,0.025,0.129,0.152,0.405,0.234,2002-03,256
256,9946,9946,Jaylen Brown,BOS,21.0,200.66,102.0582,California,USA,2016,1,3,70,14.5,4.9,1.6,7.7,0.03,0.124,0.208,0.562,0.081,2017-18,257
257,1147,1147,Scott Burrell,NJN,28.0,200.66,98.883056,Connecticut,USA,1993,1,20,32,6.6,3.7,1.4,-1.4,0.048,0.145,0.155,0.468,0.111,1998-99,258
258,6899,6899,Roy Hibbert,IND,25.0,218.44,117.93392,Georgetown,USA,2008,1,17,65,12.8,8.8,1.7,5.4,0.128,0.204,0.212,0.539,0.093,2011-12,259
259,10868,10868,Cody Zeller,CHA,27.0,213.36,108.86208,Indiana,USA,2013,1,4,56,11.0,7.0,1.5,-8.2,0.108,0.195,0.202,0.5710000000000001,0.109,2019-20,260
260,3017,3017,Nazr Mohammed,ATL,25.0,208.28,113.398,Kentucky,USA,1998,1,29,35,4.6,3.7,0.2,-12.3,0.111,0.202,0.201,0.452,0.024,2002-03,261
261,3942,3942,Eduardo Najera,DEN,28.0,203.2,106.59412,Oklahoma,Mexico,2000,2,38,68,5.2,3.6,1.0,2.8,0.092,0.14,0.158,0.489,0.084,2004-05,262
262,9357,9357,Reggie Williams,NOP,30.0,201.0,86.0,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,6,4.5,1.0,0.7,-20.2,0.022,0.062,0.132,0.518,0.087,2016-17,263
263,7434,7434,Kevin Seraphin,WAS,23.0,205.74,124.7378,Le Moyne,France,2010,1,17,79,9.1,4.4,0.7,-6.2,0.069,0.156,0.236,0.478,0.063,2012-13,264
264,8848,8848,Ryan Anderson,NOP,28.0,208.28,108.86208,California,USA,2008,1,21,66,17.0,6.0,1.1,-1.2,0.069,0.153,0.242,0.546,0.059,2015-16,265
265,5762,5762,Mark Madsen,MIN,33.0,205.74,115.66596,Stanford,USA,2000,1,29,19,0.3,0.9,0.2,0.2,0.084,0.077,0.068,0.19,0.044,2008-09,266
266,7590,7590,Caron Butler,LAC,33.0,200.66,103.418976,Connecticut,USA,2002,1,10,78,10.4,2.9,1.0,6.4,0.026,0.118,0.202,0.535,0.063,2012-13,267
267,4219,4219,Brian Cook,LAL,25.0,205.74,117.026736,Illinois,USA,2003,1,24,81,7.9,3.4,0.9,3.5,0.068,0.14800000000000002,0.183,0.578,0.079,2005-06,268
268,883,883,Brian Shaw,POR,33.0,198.12,90.7184,California-Santa Barbara,USA,1988,1,24,1,0.0,1.0,1.0,-31.2,0.0,0.25,0.154,0.0,0.333,1998-99,269
269,8181,8181,Anthony Morrow,OKC,29.0,195.58,95.25431999999999,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,74,10.7,2.6,0.8,4.4,0.024,0.09,0.16399999999999998,0.604,0.05,2014-15,270
270,1983,1983,Michael Doleac,ORL,24.0,210.82,118.841104,Utah,USA,1998,1,12,77,6.4,3.5,0.8,3.4,0.055,0.171,0.196,0.443,0.077,2000-01,271
271,2855,2855,Samaki Walker,LAL,27.0,205.74,115.66596,Louisville,USA,1996,1,9,67,4.4,5.5,1.0,-2.7,0.1,0.224,0.13699999999999998,0.465,0.08,2002-03,272
